"mz","mean.log.int","sd.log.int","missing.rate","species","strain"
1047.79539937402,-5.55572718141892,0.307895914605204,0,"B","Y"
1048.70598548162,-5.76356231619659,0.231510988809678,0.333333333333333,"B","Y"
1049.77994838969,-5.80584247994104,0.0731784098195436,0,"B","Y"
1206.15089588145,-6.16386156852884,0.0917051785089228,0,"B","Y"
1208.36730614252,-6.27090430927086,0.0964111446293527,0,"B","Y"
1219.82364898425,-5.69891093968966,0.0227608770948268,0,"B","Y"
1221.07054902469,-5.71767475501455,0.0471182072984495,0,"B","Y"
1222.14226643414,-5.86868776572402,0.0544082819676181,0.333333333333333,"B","Y"
1224.15124191162,-6.27448272198459,0.0898696428839381,0.333333333333333,"B","Y"
1231.98943808582,-6.20887032939778,0.330824508588027,0.333333333333333,"B","Y"
1234.20061358917,-5.72378932620239,0.0436132199263372,0,"B","Y"
1235.56469282866,-5.77029573703816,0.0588384664298752,0.333333333333333,"B","Y"
1237.37223878434,-6.06623277114855,0.109075124894708,0.333333333333333,"B","Y"
1248.43730283029,-4.99787613581241,0.0350364806542172,0,"B","Y"
1260.43052519086,-5.45744199442899,0.0413123096874682,0,"B","Y"
1274.95603052136,-4.88774918136962,0.0188875279146067,0,"B","Y"
1288.83996949416,-4.89622258813035,0.0224118361446131,0,"B","Y"
1302.65161677675,-6.1979942961643,0.126550663081704,0.333333333333333,"B","Y"
1318.13402066003,-6.23740493589562,0.063248557757688,0,"B","Y"
1346.37676702682,-6.19345832973553,0.132530723929192,0,"B","Y"
1358.49821264288,-5.87521569451236,0.0200941915911795,0,"B","Y"
1360.41886856549,-5.61345670937264,0.0362598220612047,0,"B","Y"
1372.47663575662,-5.63822107233637,0.081163734058781,0,"B","Y"
1374.36718113516,-5.74785219723266,0.100267783838948,0,"B","Y"
1384.4448502256,-6.13574448042195,0.0530866931968706,0,"B","Y"
1386.5076757935,-4.90802733952442,0.0891215077779389,0,"B","Y"
1388.41081911289,-5.06328603718736,0.0576188115326864,0,"B","Y"
1398.54280136419,-5.58268919077075,0.0425728886788972,0,"B","Y"
1400.51106958442,-4.59354982832095,0.0758488511366174,0,"B","Y"
1412.57858108806,-5.27340432529674,0.00723814609702328,0.333333333333333,"B","Y"
1414.52474524696,-4.3639223824495,0.0849605695223978,0,"B","Y"
1426.55305249645,-4.71154764339312,0.064005818982828,0,"B","Y"
1428.50711894897,-4.24282151540444,0.0802634836989339,0,"B","Y"
1440.87029747407,-5.20297331044805,0.0646243805422211,0,"B","Y"
1454.55826572186,-5.27431996035192,0.0505408272871537,0,"B","Y"
1488.36924288512,-6.17375710479685,0.160153555603296,0,"B","Y"
1500.45632995129,-6.19594820132596,0.188886422596399,0,"B","Y"
1502.11314273664,-6.13018023589764,0.276148757400639,0,"B","Y"
1512.57658495829,-6.23841750171835,0.0586396253175955,0.333333333333333,"B","Y"
1514.40337059695,-5.77069508225162,0.225320226545159,0,"B","Y"
1516.4668110483,-5.56021567285045,0.0896915756588595,0,"B","Y"
1526.4817132258,-6.04488139328743,0.220169083519783,0.333333333333333,"B","Y"
1528.4834884856,-5.60252111139675,0.179820091079135,0,"B","Y"
1530.582271841,-5.66921266540464,0.158334466335776,0,"B","Y"
1543.14000034197,-5.91060012961385,0.0147095753086913,0.333333333333333,"B","Y"
1544.88189282545,-5.6570005346695,0.0912836003484868,0,"B","Y"
1557.31701111295,-5.85655868304572,0.0467912085920308,0.333333333333333,"B","Y"
1558.46351106936,-5.78977799557376,0.0955223364547125,0,"B","Y"
1571.56551114793,-5.24863364319205,0.14202634058869,0,"B","Y"
1585.47683706213,-5.21370806508487,0.101585843643978,0,"B","Y"
